GroupID,Denominator,cum_mean_dev_event,Color
0X013,18,1.3333333333333335,#9ECAE1
0X013,19,1.3333333333333335,#9ECAE1
0X013,20,1.3333333333333335,#9ECAE1
0X013,21,1.3333333333333335,#9ECAE1
0X013,22,1.3333333333333335,#9ECAE1
0X013,23,1.3333333333333335,#9ECAE1
0X013,24,1.3333333333333335,#9ECAE1
0X014,1,0,#3182BD
0X014,2,0.19999999999999998,#3182BD
0X014,3,0.6799999999999999,#3182BD
0X014,4,1.055,#3182BD
0X014,5,1.2216666666666667,#3182BD
0X014,6,1.5133333333333334,#3182BD
0X014,7,1.8466666666666667,#3182BD
0X014,8,2.055,#3182BD
0X014,9,2.4716666666666667,#3182BD
0X014,10,2.805,#3182BD
0X014,11,3.055,#3182BD
0X014,12,3.2633333333333336,#3182BD
0X014,13,3.346666666666667,#3182BD
0X014,14,3.6800000000000006,#3182BD
0X014,15,4.055000000000001,#3182BD
0X014,16,4.221666666666668,#3182BD
0X014,17,4.6383333333333345,#3182BD
0X014,18,4.971666666666668,#3182BD
0X014,19,5.305000000000001,#3182BD
0X014,20,5.596666666666668,#3182BD
0X014,21,5.7633333333333345,#3182BD
0X014,22,6.030000000000001,#3182BD
0X014,23,6.4300000000000015,#3182BD
0X014,24,6.4300000000000015,#3182BD
0X014,25,6.4300000000000015,#3182BD
0X014,26,10.430000000000001,#3182BD
0X016,1,0,#3182BD
0X016,2,0,#3182BD
0X016,3,0.14285714285714288,#3182BD
0X016,4,0.28571428571428575,#3182BD
0X016,5,0.4285714285714286,#3182BD
0X016,6,0.5714285714285715,#3182BD
0X016,7,0.5714285714285715,#3182BD
0X016,8,0.5714285714285715,#3182BD
0X016,9,0.7142857142857144,#3182BD
0X016,10,0.7142857142857144,#3182BD
0X016,11,0.8571428571428573,#3182BD
0X016,12,0.8571428571428573,#3182BD
0X016,13,0.8571428571428573,#3182BD
0X016,14,0.8571428571428573,#3182BD
0X016,15,1.0000000000000002,#3182BD
0X016,16,1.0000000000000002,#3182BD
0X016,17,1.0000000000000002,#3182BD
0X016,18,1.0000000000000002,#3182BD
0X016,19,1.0000000000000002,#3182BD
0X016,20,1.0000000000000002,#3182BD
0X016,21,1.0000000000000002,#3182BD
0X016,22,1.0000000000000002,#3182BD
0X016,23,1.0000000000000002,#3182BD
0X016,24,1.0000000000000002,#3182BD
0X016,25,1.0000000000000002,#3182BD
0X016,26,1.0000000000000002,#3182BD
0X016,27,1.0000000000000002,#3182BD
0X016,28,1.0000000000000002,#3182BD
0X016,29,1.0000000000000002,#3182BD
0X016,30,1.0000000000000002,#3182BD
0X020,1,0,#9ECAE1
0X020,2,0,#9ECAE1
0X020,3,0,#9ECAE1
0X020,4,0,#9ECAE1
0X020,5,0,#9ECAE1
0X020,6,0.2,#9ECAE1
0X020,7,0.2,#9ECAE1
0X020,8,0.2,#9ECAE1
0X020,9,0.4,#9ECAE1
0X020,10,0.8,#9ECAE1
0X020,11,1,#9ECAE1
0X020,12,1,#9ECAE1
0X020,13,1,#9ECAE1
0X020,14,1,#9ECAE1
0X020,15,1,#9ECAE1
0X020,16,1.2,#9ECAE1
0X020,17,1.2,#9ECAE1
0X020,18,1.2,#9ECAE1
0X020,19,1.2,#9ECAE1
0X020,20,1.2,#9ECAE1
0X020,21,1.2,#9ECAE1
0X020,22,1.2,#9ECAE1
0X020,23,1.2,#9ECAE1
0X020,24,1.2,#9ECAE1
0X020,25,1.2,#9ECAE1
0X020,26,1.2,#9ECAE1
0X024,1,0,#3182BD
0X024,2,0,#3182BD
0X024,3,1.4285714285714286,#3182BD
0X024,4,2,#3182BD
0X024,5,2.2857142857142856,#3182BD
0X024,6,2.857142857142857,#3182BD
0X024,7,3,#3182BD
0X024,8,4.285714285714286,#3182BD
0X024,9,4.714285714285714,#3182BD
0X024,10,5.285714285714286,#3182BD
0X024,11,5.428571428571429,#3182BD
0X024,12,6.428571428571429,#3182BD
0X024,13,7,#3182BD
0X024,14,8.333333333333334,#3182BD
0X024,15,8.666666666666668,#3182BD
0X024,16,9.000000000000002,#3182BD
0X024,17,9.666666666666668,#3182BD
0X024,18,9.833333333333334,#3182BD
0X024,19,10,#3182BD
0X024,20,10.6,#3182BD
0X024,21,12.6,#3182BD
0X024,22,12.6,#3182BD
0X024,23,12.6,#3182BD
0X024,24,12.6,#3182BD
0X024,25,12.6,#3182BD
0X026,1,0,#3182BD
0X026,2,0,#3182BD
0X026,3,0,#3182BD
0X026,4,0,#3182BD
0X026,5,0,#3182BD
0X026,6,0,#3182BD
0X026,7,0,#3182BD
0X026,8,0,#3182BD
0X026,9,0.06666666666666668,#3182BD
0X026,10,0.4666666666666667,#3182BD
0X026,11,0.6000000000000001,#3182BD
0X026,12,0.6000000000000001,#3182BD
0X026,13,0.6666666666666667,#3182BD
0X026,14,0.6666666666666667,#3182BD
0X026,15,0.7333333333333334,#3182BD
0X026,16,0.7333333333333334,#3182BD
0X026,17,0.7333333333333334,#3182BD
0X026,18,0.8047619047619048,#3182BD
0X026,19,1.161904761904762,#3182BD
0X026,20,1.2333333333333334,#3182BD
0X026,21,1.2333333333333334,#3182BD
0X026,22,1.2333333333333334,#3182BD
0X026,23,1.2333333333333334,#3182BD
0X027,1,0,#3182BD
0X027,2,0.4000000000000001,#3182BD
0X027,3,1.5000000000000002,#3182BD
0X027,4,2.1,#3182BD
0X027,5,2.3000000000000003,#3182BD
0X027,6,3.0000000000000004,#3182BD
0X027,7,3.8000000000000007,#3182BD
0X027,8,4.200000000000001,#3182BD
0X027,9,4.700000000000001,#3182BD
0X027,10,5.100000000000001,#3182BD
0X027,11,5.500000000000002,#3182BD
0X027,12,5.700000000000002,#3182BD
0X027,13,6.400000000000002,#3182BD
0X027,14,7.100000000000002,#3182BD
0X027,15,7.200000000000002,#3182BD
0X027,16,7.700000000000002,#3182BD
0X027,17,8.100000000000001,#3182BD
0X027,18,8.3,#3182BD
0X027,19,8.9,#3182BD
0X027,20,8.9,#3182BD
0X027,21,8.9,#3182BD
0X027,22,10.233333333333334,#3182BD
0X035,1,0,#3182BD
0X035,2,0.13636363636363635,#3182BD
0X035,3,0.2727272727272727,#3182BD
0X035,4,0.5909090909090908,#3182BD
0X035,5,1.0909090909090908,#3182BD
0X035,6,1.2272727272727273,#3182BD
0X035,7,1.4545454545454546,#3182BD
0X035,8,1.9090909090909092,#3182BD
0X035,9,2.051948051948052,#3182BD
0X035,10,2.3376623376623376,#3182BD
0X035,11,2.528138528138528,#3182BD
0X035,12,2.8138528138528134,#3182BD
0X035,13,3.099567099567099,#3182BD
0X035,14,3.4329004329004325,#3182BD
0X035,15,3.5757575757575752,#3182BD
0X035,16,3.956709956709956,#3182BD
0X035,17,4.337662337662337,#3182BD
0X035,18,4.623376623376623,#3182BD
0X035,19,4.956709956709956,#3182BD
0X035,20,5.147186147186146,#3182BD
0X035,21,5.459686147186146,#3182BD
0X035,22,6.459686147186146,#3182BD
0X035,23,6.459686147186146,#3182BD
0X035,24,7.459686147186146,#3182BD
0X035,25,8.959686147186147,#3182BD
0X035,26,8.959686147186147,#3182BD
0X035,27,8.959686147186147,#3182BD
0X035,28,8.959686147186147,#3182BD
0X035,29,8.959686147186147,#3182BD
0X035,30,8.959686147186147,#3182BD
0X041,1,0,#3182BD
0X041,2,0.33333333333333337,#3182BD
0X041,3,2,#3182BD
0X041,4,2.6666666666666665,#3182BD
0X041,5,2.6666666666666665,#3182BD
0X041,6,2.6666666666666665,#3182BD
0X041,7,3,#3182BD
0X041,8,4,#3182BD
0X041,9,4,#3182BD
0X041,10,4,#3182BD
0X041,11,5,#3182BD
0X041,12,5,#3182BD
0X041,13,6,#3182BD
0X041,14,8.333333333333334,#3182BD
0X041,15,8.666666666666668,#3182BD
0X041,16,9.166666666666668,#3182BD
0X041,17,9.666666666666668,#3182BD
0X041,18,9.666666666666668,#3182BD
0X041,19,9.666666666666668,#3182BD
0X041,20,11.166666666666668,#3182BD
0X041,21,11.666666666666668,#3182BD
0X041,22,11.666666666666668,#3182BD
0X041,23,13.166666666666668,#3182BD
0X041,24,13.666666666666668,#3182BD
0X041,25,14.166666666666668,#3182BD
0X041,26,14.166666666666668,#3182BD
0X043,1,0,#3182BD
0X043,2,0,#3182BD
0X043,3,0,#3182BD
0X043,4,0,#3182BD
0X043,5,0,#3182BD
0X043,6,0,#3182BD
0X043,7,0,#3182BD
0X043,8,0,#3182BD
0X043,9,0,#3182BD
0X043,10,0,#3182BD
0X043,11,0,#3182BD
0X043,12,0,#3182BD
0X043,13,0,#3182BD
0X043,14,0,#3182BD
0X043,15,0,#3182BD
0X043,16,0,#3182BD
0X043,17,0,#3182BD
0X043,18,0,#3182BD
0X043,19,0,#3182BD
0X043,20,0,#3182BD
0X043,21,0,#3182BD
0X043,22,0,#3182BD
0X043,23,0,#3182BD
0X054,1,0,#3182BD
0X054,2,0,#3182BD
0X054,3,1,#3182BD
0X054,4,4.5,#3182BD
0X054,5,5,#3182BD
0X054,6,5.5,#3182BD
0X054,7,6,#3182BD
0X054,8,9,#3182BD
0X054,9,10.5,#3182BD
0X054,10,11,#3182BD
0X054,11,11.5,#3182BD
0X054,12,11.5,#3182BD
0X054,13,12.5,#3182BD
0X054,14,12.5,#3182BD
0X054,15,13.5,#3182BD
0X054,16,14,#3182BD
0X054,17,15.5,#3182BD
0X054,18,15.5,#3182BD
0X054,19,16.5,#3182BD
0X054,20,16.5,#3182BD
0X054,21,16.5,#3182BD
0X054,22,16.5,#3182BD
0X054,23,16.5,#3182BD
0X054,24,16.5,#3182BD
0X054,25,16.5,#3182BD
0X057,1,0,#9ECAE1
0X057,2,0.6666666666666667,#9ECAE1
0X057,3,1.1666666666666667,#9ECAE1
0X057,4,1.8333333333333335,#9ECAE1
0X057,5,2,#9ECAE1
0X057,6,2.3333333333333335,#9ECAE1
0X057,7,3.3333333333333335,#9ECAE1
0X057,8,3.3333333333333335,#9ECAE1
0X057,9,3.666666666666667,#9ECAE1
0X057,10,3.8333333333333335,#9ECAE1
0X057,11,3.8333333333333335,#9ECAE1
0X057,12,4.333333333333334,#9ECAE1
0X057,13,4.333333333333334,#9ECAE1
0X057,14,4.333333333333334,#9ECAE1
0X057,15,4.666666666666667,#9ECAE1
0X057,16,4.833333333333334,#9ECAE1
0X057,17,5.000000000000001,#9ECAE1
0X057,18,5.333333333333334,#9ECAE1
0X057,19,5.833333333333334,#9ECAE1
0X057,20,5.833333333333334,#9ECAE1
0X057,21,6.233333333333334,#9ECAE1
0X057,22,7.9,#9ECAE1
0X057,23,7.9,#9ECAE1
0X057,24,7.9,#9ECAE1
0X057,25,8.9,#9ECAE1
0X059,1,0,#3182BD
0X059,2,0,#3182BD
0X059,3,0.13333333333333336,#3182BD
0X059,4,0.20000000000000004,#3182BD
0X059,5,0.2666666666666667,#3182BD
0X059,6,0.4,#3182BD
0X059,7,0.4,#3182BD
0X059,8,0.4714285714285715,#3182BD
0X059,9,0.4714285714285715,#3182BD
0X059,10,0.5428571428571429,#3182BD
0X059,11,0.5428571428571429,#3182BD
0X059,12,0.5428571428571429,#3182BD
0X059,13,0.5428571428571429,#3182BD
0X059,14,0.5428571428571429,#3182BD
0X059,15,0.5428571428571429,#3182BD
0X059,16,0.6142857142857143,#3182BD
0X059,17,0.6857142857142857,#3182BD
0X059,18,0.6857142857142857,#3182BD
0X059,19,0.8285714285714286,#3182BD
0X059,20,0.9,#3182BD
0X059,21,0.9,#3182BD
0X059,22,1.042857142857143,#3182BD
0X059,23,1.042857142857143,#3182BD
0X059,24,1.042857142857143,#3182BD
0X059,25,1.042857142857143,#3182BD
0X059,26,1.042857142857143,#3182BD
0X063,1,0,#9ECAE1
0X063,2,0.42857142857142855,#9ECAE1
0X063,3,1.1428571428571428,#9ECAE1
0X063,4,1.2857142857142856,#9ECAE1
0X063,5,1.8571428571428572,#9ECAE1
0X063,6,2,#9ECAE1
0X063,7,2.4285714285714284,#9ECAE1
0X063,8,2.571428571428571,#9ECAE1
0X063,9,2.714285714285714,#9ECAE1
0X063,10,3.1428571428571423,#9ECAE1
0X063,11,3.714285714285714,#9ECAE1
0X063,12,3.8571428571428568,#9ECAE1
0X063,13,3.8571428571428568,#9ECAE1
0X063,14,4.142857142857142,#9ECAE1
0X063,15,4.428571428571428,#9ECAE1
0X063,16,4.7142857142857135,#9ECAE1
0X063,17,4.999999999999999,#9ECAE1
0X063,18,5.428571428571428,#9ECAE1
0X063,19,5.857142857142857,#9ECAE1
0X063,20,6.428571428571428,#9ECAE1
0X063,21,7.228571428571428,#9ECAE1
0X063,22,8.228571428571428,#9ECAE1
0X063,23,8.728571428571428,#9ECAE1
0X063,24,8.728571428571428,#9ECAE1
0X069,1,0,#9ECAE1
0X069,2,0,#9ECAE1
0X069,3,0.25,#9ECAE1
0X069,4,0.25,#9ECAE1
0X069,5,0.25,#9ECAE1
0X069,6,0.25,#9ECAE1
0X069,7,0.25,#9ECAE1
0X069,8,0.25,#9ECAE1
0X069,9,0.5,#9ECAE1
0X069,10,0.5,#9ECAE1
0X069,11,0.5,#9ECAE1
0X069,12,0.5,#9ECAE1
0X069,13,0.5,#9ECAE1
0X069,14,0.5,#9ECAE1
0X069,15,0.5,#9ECAE1
0X069,16,0.5,#9ECAE1
0X069,17,0.5,#9ECAE1
0X069,18,0.75,#9ECAE1
0X069,19,0.75,#9ECAE1
0X069,20,0.75,#9ECAE1
0X069,21,0.75,#9ECAE1
0X069,22,1.0833333333333335,#9ECAE1
0X069,23,1.0833333333333335,#9ECAE1
0X069,24,1.0833333333333335,#9ECAE1
0X069,25,1.0833333333333335,#9ECAE1
0X069,26,1.0833333333333335,#9ECAE1
0X069,27,1.0833333333333335,#9ECAE1
0X069,28,1.0833333333333335,#9ECAE1
0X080,1,0,#3182BD
0X080,2,0.0588235294117647,#3182BD
0X080,3,0.0588235294117647,#3182BD
0X080,4,0.1176470588235294,#3182BD
0X080,5,0.2352941176470588,#3182BD
0X080,6,0.2352941176470588,#3182BD
0X080,7,0.2352941176470588,#3182BD
0X080,8,0.2352941176470588,#3182BD
0X080,9,0.4117647058823529,#3182BD
0X080,10,0.47058823529411764,#3182BD
0X080,11,0.5294117647058824,#3182BD
0X080,12,0.5882352941176471,#3182BD
0X080,13,0.5882352941176471,#3182BD
0X080,14,0.6470588235294118,#3182BD
0X080,15,0.6470588235294118,#3182BD
0X080,16,0.6470588235294118,#3182BD
0X080,17,0.7095588235294118,#3182BD
0X080,18,0.7720588235294118,#3182BD
0X080,19,0.8345588235294118,#3182BD
0X080,20,0.8970588235294118,#3182BD
0X080,21,0.9595588235294118,#3182BD
0X080,22,1.0262254901960786,#3182BD
0X080,23,1.1171345811051694,#3182BD
0X080,24,1.1171345811051694,#3182BD
0X080,25,1.1171345811051694,#3182BD
0X080,26,1.1171345811051694,#3182BD
0X080,27,1.1171345811051694,#3182BD
0X088,1,0,#9ECAE1
0X088,2,0,#9ECAE1
0X088,3,0.2727272727272727,#9ECAE1
0X088,4,0.6363636363636364,#9ECAE1
0X088,5,0.6363636363636364,#9ECAE1
0X088,6,0.8181818181818181,#9ECAE1
0X088,7,0.8181818181818181,#9ECAE1
0X088,8,0.8181818181818181,#9ECAE1
0X088,9,0.8181818181818181,#9ECAE1
0X088,10,0.909090909090909,#9ECAE1
0X088,11,1.009090909090909,#9ECAE1
0X088,12,1.209090909090909,#9ECAE1
0X088,13,1.209090909090909,#9ECAE1
0X088,14,1.209090909090909,#9ECAE1
0X088,15,1.209090909090909,#9ECAE1
0X088,16,1.209090909090909,#9ECAE1
0X088,17,1.309090909090909,#9ECAE1
0X088,18,1.309090909090909,#9ECAE1
0X088,19,1.309090909090909,#9ECAE1
0X088,20,1.509090909090909,#9ECAE1
0X088,21,1.634090909090909,#9ECAE1
0X088,22,1.7769480519480518,#9ECAE1
0X088,23,1.7769480519480518,#9ECAE1
0X088,24,1.7769480519480518,#9ECAE1
0X088,25,2.776948051948052,#9ECAE1
0X088,26,2.776948051948052,#9ECAE1
0X090,1,0,#3182BD
0X090,2,0,#3182BD
0X090,3,0,#3182BD
0X090,4,2,#3182BD
0X090,5,3,#3182BD
0X090,6,4,#3182BD
0X090,7,4,#3182BD
0X090,8,5,#3182BD
0X090,9,5,#3182BD
0X090,10,6,#3182BD
0X090,11,7,#3182BD
0X090,12,7,#3182BD
0X090,13,9,#3182BD
0X090,14,11,#3182BD
0X090,15,13,#3182BD
0X090,16,17,#3182BD
0X100,1,0,#9ECAE1
0X100,2,0,#9ECAE1
0X100,3,0,#9ECAE1
0X100,4,0.7142857142857143,#9ECAE1
0X100,5,0.8571428571428572,#9ECAE1
0X100,6,0.8571428571428572,#9ECAE1
0X100,7,0.8571428571428572,#9ECAE1
0X100,8,0.8571428571428572,#9ECAE1
0X100,9,1,#9ECAE1
0X100,10,1,#9ECAE1
0X100,11,1,#9ECAE1
0X100,12,1,#9ECAE1
0X100,13,1,#9ECAE1
0X100,14,1.1428571428571428,#9ECAE1
0X100,15,1.1428571428571428,#9ECAE1
0X100,16,1.1428571428571428,#9ECAE1
0X100,17,1.1428571428571428,#9ECAE1
0X100,18,1.1428571428571428,#9ECAE1
0X100,19,1.1428571428571428,#9ECAE1
0X100,20,1.2857142857142856,#9ECAE1
0X100,21,1.2857142857142856,#9ECAE1
0X100,22,1.2857142857142856,#9ECAE1
0X100,23,1.2857142857142856,#9ECAE1
0X100,24,1.2857142857142856,#9ECAE1
0X100,25,1.7857142857142856,#9ECAE1
0X100,26,1.7857142857142856,#9ECAE1
0X100,27,1.7857142857142856,#9ECAE1
0X106,1,0,#3182BD
0X106,2,0,#3182BD
0X106,3,0,#3182BD
0X106,4,0,#3182BD
0X106,5,0,#3182BD
0X106,6,0,#3182BD
0X106,7,0,#3182BD
0X106,8,0,#3182BD
0X106,9,0,#3182BD
0X106,10,0,#3182BD
0X106,11,0.2,#3182BD
0X106,12,0.2,#3182BD
0X106,13,0.2,#3182BD
0X106,14,0.2,#3182BD
0X106,15,0.2,#3182BD
0X106,16,0.2,#3182BD
0X106,17,0.2,#3182BD
0X106,18,0.2,#3182BD
0X106,19,0.2,#3182BD
0X106,20,0.2,#3182BD
0X106,21,0.2,#3182BD
0X106,22,0.2,#3182BD
0X106,23,0.2,#3182BD
0X119,1,0,#9ECAE1
0X119,2,0,#9ECAE1
0X119,3,0.2,#9ECAE1
0X119,4,0.4,#9ECAE1
0X119,5,0.4,#9ECAE1
0X119,6,0.6000000000000001,#9ECAE1
0X119,7,0.8,#9ECAE1
0X119,8,0.8,#9ECAE1
0X119,9,0.8,#9ECAE1
0X119,10,0.8,#9ECAE1
0X119,11,0.8,#9ECAE1
0X119,12,0.8,#9ECAE1
0X119,13,0.8,#9ECAE1
0X119,14,0.8,#9ECAE1
0X119,15,0.8,#9ECAE1
0X119,16,0.8,#9ECAE1
0X119,17,0.8,#9ECAE1
0X119,18,0.8,#9ECAE1
0X119,19,0.8,#9ECAE1
0X119,20,0.8,#9ECAE1
0X119,21,0.8,#9ECAE1
0X119,22,0.8,#9ECAE1
0X122,1,0,#3182BD
0X122,2,0.0588235294117647,#3182BD
0X122,3,0.17647058823529407,#3182BD
0X122,4,0.23897058823529407,#3182BD
0X122,5,0.48897058823529405,#3182BD
0X122,6,0.613970588235294,#3182BD
0X122,7,0.738970588235294,#3182BD
0X122,8,0.863970588235294,#3182BD
0X122,9,0.926470588235294,#3182BD
0X122,10,0.926470588235294,#3182BD
0X122,11,0.926470588235294,#3182BD
0X122,12,0.988970588235294,#3182BD
0X122,13,1.051470588235294,#3182BD
0X122,14,1.051470588235294,#3182BD
0X122,15,1.1848039215686272,#3182BD
0X122,16,1.2562324929971986,#3182BD
0X122,17,1.2562324929971986,#3182BD
0X122,18,1.2562324929971986,#3182BD
0X122,19,1.32766106442577,#3182BD
0X122,20,1.32766106442577,#3182BD
0X122,21,1.32766106442577,#3182BD
0X122,22,1.52766106442577,#3182BD
0X122,23,1.52766106442577,#3182BD
0X122,24,1.52766106442577,#3182BD
0X122,25,1.52766106442577,#3182BD
0X122,26,1.52766106442577,#3182BD
0X122,27,1.52766106442577,#3182BD
0X122,28,1.52766106442577,#3182BD
0X122,29,1.52766106442577,#3182BD
0X124,1,0,#3182BD
0X124,2,0.037037037037037056,#3182BD
0X124,3,0.11111111111111113,#3182BD
0X124,4,0.2222222222222222,#3182BD
0X124,5,0.2222222222222222,#3182BD
0X124,6,0.2222222222222222,#3182BD
0X124,7,0.25925925925925924,#3182BD
0X124,8,0.2962962962962963,#3182BD
0X124,9,0.37037037037037035,#3182BD
0X124,10,0.4814814814814814,#3182BD
0X124,11,0.5584045584045583,#3182BD
0X124,12,0.5584045584045583,#3182BD
0X124,13,0.5584045584045583,#3182BD
0X124,14,0.5968660968660967,#3182BD
0X124,15,0.6353276353276351,#3182BD
0X124,16,0.8660968660968659,#3182BD
0X124,17,0.9460968660968658,#3182BD
0X124,18,0.9860968660968659,#3182BD
0X124,19,1.1460968660968658,#3182BD
0X124,20,1.1860968660968658,#3182BD
0X124,21,1.2730533878359962,#3182BD
0X124,22,1.3286089433915518,#3182BD
0X124,23,1.3286089433915518,#3182BD
0X124,24,1.3286089433915518,#3182BD
0X124,25,1.3286089433915518,#3182BD
0X124,26,1.8286089433915518,#3182BD
0X125,1,0,#3182BD
0X125,2,0.20000000000000004,#3182BD
0X125,3,0.5,#3182BD
0X125,4,0.6,#3182BD
0X125,5,0.6,#3182BD
0X125,6,0.8,#3182BD
0X125,7,0.9,#3182BD
0X125,8,0.9,#3182BD
0X125,9,0.9,#3182BD
0X125,10,0.9,#3182BD
0X125,11,0.9,#3182BD
0X125,12,0.9,#3182BD
0X125,13,0.9,#3182BD
0X125,14,1,#3182BD
0X125,15,1,#3182BD
0X125,16,1,#3182BD
0X125,17,1,#3182BD
0X125,18,1,#3182BD
0X125,19,1,#3182BD
0X125,20,1,#3182BD
0X125,21,1,#3182BD
0X125,22,1,#3182BD
0X125,23,1,#3182BD
0X125,24,1.3333333333333335,#3182BD
0X125,25,1.3333333333333335,#3182BD
0X125,26,1.3333333333333335,#3182BD
0X125,27,1.3333333333333335,#3182BD
0X126,1,0,#3182BD
0X126,2,0,#3182BD
0X126,3,0.09999999999999999,#3182BD
0X126,4,0.09999999999999999,#3182BD
0X126,5,0.09999999999999999,#3182BD
0X126,6,0.09999999999999999,#3182BD
0X126,7,0.09999999999999999,#3182BD
0X126,8,0.09999999999999999,#3182BD
0X126,9,0.20526315789473687,#3182BD
0X126,10,0.2578947368421053,#3182BD
0X126,11,0.2578947368421053,#3182BD
0X126,12,0.3134502923976608,#3182BD
0X126,13,0.3134502923976608,#3182BD
0X126,14,0.3134502923976608,#3182BD
0X126,15,0.4245614035087719,#3182BD
0X126,16,0.4245614035087719,#3182BD
0X126,17,0.4245614035087719,#3182BD
0X126,18,0.4245614035087719,#3182BD
0X126,19,0.4245614035087719,#3182BD
0X126,20,0.4245614035087719,#3182BD
0X126,21,0.4245614035087719,#3182BD
0X126,22,0.4245614035087719,#3182BD
0X129,1,0,#9ECAE1
0X129,2,0,#9ECAE1
0X129,3,0,#9ECAE1
0X129,4,0.3,#9ECAE1
0X129,5,0.5,#9ECAE1
0X129,6,0.7000000000000001,#9ECAE1
0X129,7,0.8,#9ECAE1
0X129,8,1.1,#9ECAE1
0X129,9,1.1,#9ECAE1
0X129,10,1.2000000000000002,#9ECAE1
0X129,11,1.4000000000000001,#9ECAE1
0X129,12,1.4000000000000001,#9ECAE1
0X129,13,1.4000000000000001,#9ECAE1
0X129,14,1.4000000000000001,#9ECAE1
0X129,15,1.4000000000000001,#9ECAE1
0X129,16,1.4000000000000001,#9ECAE1
0X129,17,1.5000000000000002,#9ECAE1
0X129,18,1.5000000000000002,#9ECAE1
0X129,19,1.6000000000000003,#9ECAE1
0X129,20,1.6000000000000003,#9ECAE1
0X129,21,1.7000000000000004,#9ECAE1
0X129,22,1.7000000000000004,#9ECAE1
0X129,23,1.7000000000000004,#9ECAE1
0X129,24,1.8428571428571432,#9ECAE1
0X129,25,1.8428571428571432,#9ECAE1
0X129,26,1.8428571428571432,#9ECAE1
0X132,1,0,#9ECAE1
0X132,2,0.6,#9ECAE1
0X132,3,1.7999999999999998,#9ECAE1
0X132,4,2.1999999999999997,#9ECAE1
0X132,5,2.1999999999999997,#9ECAE1
0X132,6,2.4,#9ECAE1
0X132,7,2.6,#9ECAE1
0X132,8,3.8,#9ECAE1
0X132,9,4.2,#9ECAE1
0X132,10,4.6000000000000005,#9ECAE1
0X132,11,4.800000000000001,#9ECAE1
0X132,12,5.200000000000001,#9ECAE1
0X132,13,5.600000000000001,#9ECAE1
0X132,14,5.800000000000002,#9ECAE1
0X132,15,6.000000000000002,#9ECAE1
0X132,16,6.400000000000002,#9ECAE1
0X132,17,6.600000000000002,#9ECAE1
0X132,18,7.400000000000002,#9ECAE1
0X132,19,7.400000000000002,#9ECAE1
0X132,20,7.400000000000002,#9ECAE1
0X132,21,7.650000000000002,#9ECAE1
0X132,22,7.650000000000002,#9ECAE1
0X153,1,0,#3182BD
0X153,2,0,#3182BD
0X153,3,0.10714285714285711,#3182BD
0X153,4,0.10714285714285711,#3182BD
0X153,5,0.21428571428571425,#3182BD
0X153,6,0.24999999999999997,#3182BD
0X153,7,0.3214285714285714,#3182BD
0X153,8,0.39285714285714285,#3182BD
